linear_value,run_number,train_losses,train_accs,val_losses,val_accs,val_pplxs,train_steps,val_steps,tokens_seen_train,tokens_seen_val,epoch_train,epoch_val,cumulative_time_taken,seed
True,1,"[7.15625, 6.5625, 6.15625, 5.84375, 5.5, 5.46875, 5.3125, 5.3125, 5.125, 5.0625, 5.03125, 4.90625, 4.84375, 4.78125, 4.78125, 4.78125, 4.65625, 4.6875, 4.65625, 4.59375, 4.5625, 4.59375, 4.46875, 4.46875, 4.46875, 4.5, 4.4375, 4.34375, 4.3125, 4.3125, 4.34375, 4.21875, 4.28125, 4.1875, 4.21875, 4.21875, 4.25, 4.15625, 4.25, 4.25, 4.15625, 4.0625, 4.125, 4.03125, 4.03125, 4.09375, 4.09375, 4.125, 4.15625, 4.0625, 4.0625, 4.03125, 3.953125, 3.953125, 4.0, 3.9375, 3.96875, 3.890625, 4.03125, 3.9375, 3.953125, 3.9375, 3.96875, 3.921875, 3.921875, 3.875, 3.796875, 3.765625, 3.8125, 3.890625, 3.796875, 3.71875, 3.75, 3.703125, 3.78125, 3.796875, 3.625, 3.78125, 3.796875, 3.75]","[0.12491261214017868, 0.17316834628582, 0.1875, 0.2057291716337204, 0.22263003885746002, 0.2181033343076706, 0.228956937789917, 0.23397301137447357, 0.2426244467496872, 0.2451062649488449, 0.24952811002731323, 0.2557676136493683, 0.26298588514328003, 0.26620176434516907, 0.26884087920188904, 0.2673552930355072, 0.2778768241405487, 0.27261605858802795, 0.2758144736289978, 0.2798517942428589, 0.28343960642814636, 0.27709853649139404, 0.29088425636291504, 0.29049888253211975, 0.28874722123146057, 0.2888523042201996, 0.29268723726272583, 0.30171382427215576, 0.3022240996360779, 0.30317428708076477, 0.3027871549129486, 0.31549128890037537, 0.3079545497894287, 0.3111327886581421, 0.31299716234207153, 0.3132457435131073, 0.3101917505264282, 0.3205433189868927, 0.3108487129211426, 0.3091619312763214, 0.32022371888160706, 0.3277698755264282, 0.3226740062236786, 0.3342151939868927, 0.3326526880264282, 0.324982225894928, 0.3294566571712494, 0.3233664631843567, 0.3232954442501068, 0.3304332196712494, 0.32785865664482117, 0.3311789631843567, 0.34442469477653503, 0.34032315015792847, 0.3357066512107849, 0.34499287605285645, 0.33687853813171387, 0.349396288394928, 0.3329545259475708, 0.34177911281585693, 0.3438032567501068, 0.3427201509475708, 0.34119316935539246, 0.3413529694080353, 0.341690331697464, 0.3541370630264282, 0.35717329382896423, 0.3568536937236786, 0.3527165949344635, 0.345703125, 0.3563920259475708, 0.3648792505264282, 0.3554154634475708, 0.36383166909217834, 0.35951703786849976, 0.3543146252632141, 0.3713778257369995, 0.35278764367103577, 0.3567471504211426, 0.3604580760002136]","[5.6681976318359375, 5.151034355163574, 4.839361667633057, 4.614395618438721, 4.497087478637695, 4.416304588317871, 4.354677200317383, 4.237788200378418, 4.229689121246338, 4.103784084320068, 4.1499528884887695, 4.163229465484619, 3.981609582901001, 3.9752886295318604, 3.9430336952209473, 3.83070707321167, 3.8305718898773193, 3.7908811569213867, 3.742234706878662, 3.7012710571289062]","[0.21454425156116486, 0.2413671761751175, 0.26536455750465393, 0.2793034017086029, 0.2870117127895355, 0.29696622490882874, 0.3029947876930237, 0.3127538561820984, 0.31300783157348633, 0.3230859041213989, 0.32311853766441345, 0.32065102458000183, 0.3407616913318634, 0.33630865812301636, 0.34194010496139526, 0.35235026478767395, 0.3504883348941803, 0.3568685054779053, 0.3583593964576721, 0.3634178936481476]","[289.5111999511719, 172.60935974121094, 126.38825225830078, 100.926513671875, 89.75507354736328, 82.78954315185547, 77.84147644042969, 69.25431823730469, 68.69568634033203, 60.56889343261719, 63.430843353271484, 64.27860260009766, 53.60310745239258, 53.265350341796875, 51.5746955871582, 46.09500503540039, 46.088775634765625, 44.29530715942383, 42.19207000732422, 40.49864959716797]","[10, 20, 30, 40, 60, 70, 80, 90, 110, 120, 130, 140, 160, 170, 180, 190, 210, 220, 230, 240, 260, 270, 280, 290, 310, 320, 330, 340, 360, 370, 380, 390, 410, 420, 430, 440, 460, 470, 480, 490, 510, 520, 530, 540, 560, 570, 580, 590, 610, 620, 630, 640, 660, 670, 680, 690, 710, 720, 730, 740, 760, 770, 780, 790, 810, 820, 830, 840, 860, 870, 880, 890, 910, 920, 930, 940, 960, 970, 980, 990]","[50, 100, 150, 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 950, 1000]","[629376, 1201536, 1773696, 2517504, 3719040, 4291200, 4863360, 5435520, 6579840, 7152000, 7724160, 8296320, 9440640, 10012800, 10584960, 11157120, 12301440, 12873600, 13445760, 14017920, 15159680, 15730560, 16301440, 16872320, 18014080, 18584960, 19153280, 19721600, 20858240, 21426560, 21994880, 22563200, 23694720, 24257920, 24821120, 25384320, 26510720, 27073920, 27637120, 28200320, 29326720, 29889920, 30453120, 31016320, 32142720, 32705920, 33269120, 33832320, 35071360, 35747200, 36366720, 37098880, 39013760, 40027520, 40928640, 42055040, 44026240, 44871040, 45941120, 47067520, 49264000, 50390400, 51685760, 53037440, 55515520, 56641920, 57880960, 59176320, 61936000, 63287680, 64695680, 66441600, 69539200, 71116160, 72749440, 74326400, 77649280, 79226240, 80746880, 82436480]","[3032448, 5950464, 8811264, 11672064, 14531712, 17386112, 20233088, 23074688, 25891200, 28707200, 31523200, 34339200, 37887360, 42843520, 48081280, 54163840, 60415360, 67849600, 75847040, 83844480]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5.0867763671875, 9.359120117187501, 13.547814941406251, 17.769593750000002, 21.99417333984375, 26.2894296875, 30.67292578125, 35.1175087890625, 39.83276513671875, 44.55529443359375, 49.27571435546875, 53.9921005859375, 59.938146484375, 68.1928525390625, 76.930240234375, 87.047921875, 97.44854296875, 109.80363281250001, 123.09371582031251, 136.3838076171875]",8949023
True,2,"[7.0625, 6.59375, 6.1875, 5.96875, 5.6875, 5.53125, 5.46875, 5.3125, 5.1875, 5.09375, 5.09375, 5.0, 4.90625, 4.875, 4.78125, 4.78125, 4.6875, 4.6875, 4.625, 4.59375, 4.5, 4.46875, 4.46875, 4.5, 4.4375, 4.4375, 4.4375, 4.4375, 4.375, 4.375, 4.28125, 4.28125, 4.3125, 4.125, 4.15625, 4.3125, 4.3125, 4.15625, 4.21875, 4.15625, 4.1875, 4.0625, 4.15625, 4.09375, 4.03125, 4.125, 4.125, 3.90625, 3.984375, 3.984375, 4.0625, 4.09375, 3.828125, 3.875, 3.984375, 3.84375, 3.890625, 3.875, 3.765625, 3.875, 3.828125, 3.765625, 3.765625, 3.8125, 3.765625, 3.703125, 3.78125, 3.6875, 3.875, 3.796875, 3.609375, 3.921875, 3.75, 3.6875, 3.75, 3.703125, 3.671875, 3.734375, 3.5625, 3.75]","[0.14284466207027435, 0.1696029156446457, 0.18666107952594757, 0.20260067284107208, 0.21139192581176758, 0.21747413277626038, 0.21607592701911926, 0.23378075659275055, 0.23939107358455658, 0.24715115129947662, 0.24473923444747925, 0.2524643540382385, 0.2538975179195404, 0.2624615430831909, 0.2706410884857178, 0.26373741030693054, 0.27326273918151855, 0.2765659987926483, 0.2793799042701721, 0.27946728467941284, 0.29169005155563354, 0.2874859869480133, 0.28762614727020264, 0.28773123025894165, 0.2887997627258301, 0.2949131429195404, 0.2881651222705841, 0.29164907336235046, 0.29493948817253113, 0.3009923994541168, 0.3070981204509735, 0.30356138944625854, 0.3059481382369995, 0.32235440611839294, 0.32199928164482117, 0.30660510063171387, 0.3029119074344635, 0.3228870630264282, 0.31885653734207153, 0.32544389367103577, 0.3226207196712494, 0.3321022689342499, 0.3153764009475708, 0.3232421875, 0.33540481328964233, 0.3252485692501068, 0.32361504435539246, 0.3421874940395355, 0.3381747007369995, 0.34250709414482117, 0.32982954382896423, 0.32677555084228516, 0.3543146252632141, 0.34735438227653503, 0.33998578786849976, 0.3514026999473572, 0.3467329442501068, 0.3487393260002136, 0.360245019197464, 0.3468039631843567, 0.3498401939868927, 0.3610972762107849, 0.3586825132369995, 0.35458096861839294, 0.3568004071712494, 0.36324572563171387, 0.360138475894928, 0.3690163195133209, 0.34952059388160706, 0.3548472821712494, 0.3762606382369995, 0.34153053164482117, 0.35825636982917786, 0.36756035685539246, 0.35861149430274963, 0.36429330706596375, 0.3709161877632141, 0.3634587824344635, 0.3780894875526428, 0.3609197437763214]","[5.737682342529297, 5.231009483337402, 4.90714693069458, 4.601765155792236, 4.5395002365112305, 4.4227294921875, 4.3459391593933105, 4.2633891105651855, 4.304825782775879, 4.224717140197754, 4.076337814331055, 3.988964319229126, 3.9915149211883545, 3.8611364364624023, 3.878127098083496, 3.8031439781188965, 3.702924966812134, 3.732609748840332, 3.709272861480713, 3.664868116378784]","[0.21748694777488708, 0.2351953089237213, 0.2566796839237213, 0.28192710876464844, 0.2818424701690674, 0.29328128695487976, 0.30156248807907104, 0.30851560831069946, 0.3098047375679016, 0.3183528482913971, 0.3331120014190674, 0.3415169417858124, 0.3379882574081421, 0.3517903685569763, 0.3516600728034973, 0.3567318022251129, 0.36695966124534607, 0.36158856749534607, 0.3645833432674408, 0.3663346469402313]","[310.3431701660156, 186.9808349609375, 135.25254821777344, 99.65978240966797, 93.64371490478516, 83.32316589355469, 77.16425323486328, 71.05017852783203, 74.05610656738281, 68.35498046875, 58.92911148071289, 53.99879455566406, 54.13669967651367, 47.51920700073242, 48.3334846496582, 44.841835021972656, 40.56568908691406, 41.78792190551758, 40.824012756347656, 39.0508918762207]","[10, 20, 30, 40, 60, 70, 80, 90, 110, 120, 130, 140, 160, 170, 180, 190, 210, 220, 230, 240, 260, 270, 280, 290, 310, 320, 330, 340, 360, 370, 380, 390, 410, 420, 430, 440, 460, 470, 480, 490, 510, 520, 530, 540, 560, 570, 580, 590, 610, 620, 630, 640, 660, 670, 680, 690, 710, 720, 730, 740, 760, 770, 780, 790, 810, 820, 830, 840, 860, 870, 880, 890, 910, 920, 930, 940, 960, 970, 980, 990]","[50, 100, 150, 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 950, 1000]","[629376, 1201536, 1773696, 2345856, 3490176, 4062336, 4634496, 5206656, 6350976, 6923136, 7495296, 8067456, 9211776, 9783936, 10356096, 10928256, 12072576, 12644736, 13216896, 13789056, 14930816, 15501696, 16072576, 16643456, 17785216, 18356096, 18924416, 19492736, 20629376, 21197696, 21766016, 22334336, 23465856, 24029056, 24592256, 25155456, 26281856, 26845056, 27408256, 27971456, 29097856, 29661056, 30224256, 30787456, 31913856, 32477056, 33209216, 33941376, 35912576, 36701056, 37545856, 38503296, 40756096, 41826176, 42952576, 44078976, 46388096, 47514496, 48866176, 50105216, 52921216, 54216576, 55737216, 57257856, 59961216, 61369216, 62946176, 64523136, 67451776, 69028736, 70662016, 72295296, 75449216, 77026176, 78828416, 81024896, 84967296, 86938496, 88966016, 90993536]","[2860800, 5721600, 8582400, 11443200, 14302848, 17157248, 20004224, 22845824, 25662336, 28478336, 31294336, 34898816, 39517056, 45092736, 51400576, 58553216, 65818496, 73646976, 82770816, 92683136]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4.22586328125, 8.4565751953125, 12.682801757812499, 16.9377744140625, 21.2141943359375, 25.53079345703125, 29.9346572265625, 34.40233203125, 39.13479248046875, 43.8779736328125, 48.62109375, 54.6641923828125, 62.418611328125, 71.72603222656251, 82.24270117187501, 94.15479199218751, 106.23283984375001, 119.24425878906251, 134.408470703125, 150.865712890625]",8949024
True,3,"[7.09375, 6.5625, 6.125, 5.875, 5.5625, 5.46875, 5.375, 5.28125, 5.09375, 5.0625, 5.0, 4.96875, 4.875, 4.84375, 4.75, 4.78125, 4.6875, 4.59375, 4.625, 4.5625, 4.5625, 4.375, 4.40625, 4.4375, 4.46875, 4.40625, 4.4375, 4.3125, 4.21875, 4.3125, 4.28125, 4.375, 4.25, 4.21875, 4.21875, 4.15625, 4.1875, 4.0625, 4.25, 4.0625, 4.21875, 4.125, 4.09375, 4.125, 4.09375, 4.03125, 3.9375, 4.03125, 4.09375, 3.90625, 4.125, 3.9375, 3.921875, 3.921875, 3.953125, 3.875, 3.953125, 3.90625, 3.890625, 3.78125, 3.796875, 3.828125, 3.78125, 3.796875, 3.9375, 3.8125, 3.78125, 3.78125, 3.78125, 3.765625, 3.71875, 3.65625, 3.6875, 3.765625, 3.671875, 3.625, 3.625, 3.65625, 3.625, 3.625]","[0.1310647428035736, 0.17267897725105286, 0.1907683163881302, 0.20349203050136566, 0.21922188997268677, 0.2188723385334015, 0.22609061002731323, 0.23212037980556488, 0.244581937789917, 0.25050684809684753, 0.25328579545021057, 0.2548762559890747, 0.25936800241470337, 0.26296839118003845, 0.26924288272857666, 0.2666911482810974, 0.27347245812416077, 0.2833123505115509, 0.27813899517059326, 0.2817743420600891, 0.2807070016860962, 0.29923978447914124, 0.29577144980430603, 0.2921980321407318, 0.2900784909725189, 0.29748809337615967, 0.29059332609176636, 0.3025760352611542, 0.30602478981018066, 0.3111979365348816, 0.3070453405380249, 0.298828125, 0.30639204382896423, 0.3101917505264282, 0.30932173132896423, 0.3210049569606781, 0.3177734315395355, 0.33055752515792847, 0.31189629435539246, 0.3309836685657501, 0.31764912605285645, 0.32448506355285645, 0.31782668828964233, 0.32389914989471436, 0.3259410262107849, 0.33471235632896423, 0.3475852310657501, 0.3362393379211426, 0.3283025324344635, 0.34756746888160706, 0.3253195881843567, 0.3446732759475708, 0.3477805256843567, 0.33947086334228516, 0.3383522629737854, 0.3519531190395355, 0.3367365002632141, 0.3508167564868927, 0.3436967134475708, 0.3555397689342499, 0.35962358117103577, 0.35324928164482117, 0.3584516942501068, 0.3563210070133209, 0.3416370749473572, 0.35113635659217834, 0.3590376377105713, 0.3572975695133209, 0.35204190015792847, 0.36257100105285645, 0.35910865664482117, 0.37503549456596375, 0.3655717074871063, 0.3564630448818207, 0.3699396252632141, 0.3690873384475708, 0.37365055084228516, 0.367950975894928, 0.3780539631843567, 0.3692649006843567]","[5.638352870941162, 5.114200115203857, 4.79163122177124, 4.5681071281433105, 4.463103294372559, 4.427921295166016, 4.297290802001953, 4.236701488494873, 4.272890567779541, 4.037741184234619, 4.071412086486816, 3.981473445892334, 3.959750175476074, 3.9038989543914795, 3.8629310131073, 3.8755245208740234, 3.7497246265411377, 3.71329402923584, 3.6893856525421143, 3.685364007949829]","[0.2172786444425583, 0.2450520545244217, 0.2682421803474426, 0.2821744680404663, 0.2931705415248871, 0.293841153383255, 0.30401045083999634, 0.31171220541000366, 0.31004559993743896, 0.33003902435302734, 0.3332812190055847, 0.34030601382255554, 0.3405208885669708, 0.34876295924186707, 0.34552085399627686, 0.347968727350235, 0.36206382513046265, 0.3644140362739563, 0.3658333122730255, 0.3685351312160492]","[280.99847412109375, 166.3671112060547, 120.49739837646484, 96.36125183105469, 86.75607299804688, 83.75688934326172, 73.50019073486328, 69.1791000366211, 71.72847747802734, 56.69797897338867, 58.63955307006836, 53.59580993652344, 52.444087982177734, 49.59531784057617, 47.604557037353516, 48.20785903930664, 42.509273529052734, 40.988502502441406, 40.02015686035156, 39.859535217285156]","[10, 20, 30, 40, 60, 70, 80, 90, 110, 120, 130, 140, 160, 170, 180, 190, 210, 220, 230, 240, 260, 270, 280, 290, 310, 320, 330, 340, 360, 370, 380, 390, 410, 420, 430, 440, 460, 470, 480, 490, 510, 520, 530, 540, 560, 570, 580, 590, 610, 620, 630, 640, 660, 670, 680, 690, 710, 720, 730, 740, 760, 770, 780, 790, 810, 820, 830, 840, 860, 870, 880, 890, 910, 920, 930, 940, 960, 970, 980, 990]","[50, 100, 150, 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 950, 1000]","[629376, 1201536, 1773696, 2345856, 3490176, 4062336, 4634496, 5206656, 6350976, 6923136, 7495296, 8067456, 9211776, 9783936, 10356096, 10928256, 12072576, 12644736, 13216896, 13789056, 14930816, 15501696, 16072576, 16643456, 17785216, 18356096, 18924416, 19492736, 20629376, 21197696, 21766016, 22334336, 23465856, 24029056, 24592256, 25155456, 26281856, 26845056, 27408256, 27971456, 29097856, 29661056, 30224256, 30787456, 31913856, 32477056, 33152896, 33772416, 35180416, 35856256, 36813696, 37658496, 39629696, 40699776, 41769856, 42896256, 45149056, 46331776, 47570816, 48809856, 51287936, 52583296, 53766016, 55005056, 57595776, 58834816, 60186496, 61763456, 64973696, 66550656, 68240256, 69929856, 73421696, 75280256, 77195136, 79278976, 83108736, 85079936, 87163776, 89191296]","[2860800, 5721600, 8582400, 11443200, 14302848, 17157248, 20004224, 22845824, 25662336, 28478336, 31294336, 34391936, 38446976, 43910016, 49936256, 56131456, 63227776, 71450496, 80912256, 91049856]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4.233677734375, 8.46582177734375, 12.680776367187502, 16.919472167968753, 21.181554687500004, 25.493081542968753, 29.897937500000005, 34.365289062500004, 39.104020019531255, 43.8487685546875, 48.5915810546875, 53.799199218750005, 60.592954101562505, 69.70334375, 79.7478076171875, 90.0640625, 101.8708798828125, 115.55715332031251, 131.3221083984375, 148.1573955078125]",8949025
True,4,"[7.125, 6.78125, 6.25, 6.0, 5.6875, 5.5, 5.4375, 5.21875, 5.03125, 5.0625, 5.0, 4.90625, 4.875, 4.78125, 4.75, 4.8125, 4.65625, 4.6875, 4.59375, 4.5625, 4.53125, 4.5, 4.5, 4.46875, 4.40625, 4.40625, 4.53125, 4.34375, 4.34375, 4.3125, 4.34375, 4.25, 4.1875, 4.15625, 4.1875, 4.125, 4.21875, 4.21875, 4.28125, 4.0625, 4.125, 4.0625, 4.125, 4.125, 4.0625, 4.0625, 4.1875, 4.1875, 4.125, 3.921875, 4.0, 3.9375, 3.859375, 3.765625, 3.96875, 3.90625, 3.734375, 3.90625, 3.875, 3.90625, 3.703125, 3.875, 3.78125, 3.75, 3.78125, 3.734375, 3.703125, 3.546875, 3.734375, 3.671875, 3.65625, 3.640625, 3.6875, 3.6875, 3.578125, 3.609375, 3.671875, 3.65625, 3.6875, 3.609375]","[0.12468540668487549, 0.1573336124420166, 0.18795442581176758, 0.19924496114253998, 0.2098538875579834, 0.22072497010231018, 0.22086478769779205, 0.23736368119716644, 0.24632969498634338, 0.24517618119716644, 0.24732592701911926, 0.2545791268348694, 0.2601719796657562, 0.2616226375102997, 0.27100810408592224, 0.26415687799453735, 0.2757095992565155, 0.27436381578445435, 0.2825608253479004, 0.2843959629535675, 0.2831593453884125, 0.2893252670764923, 0.2898682951927185, 0.2893427908420563, 0.2960166931152344, 0.2948780953884125, 0.28031742572784424, 0.30236488580703735, 0.3028927445411682, 0.29895129799842834, 0.30020061135292053, 0.31107476353645325, 0.31408023834228516, 0.3187499940395355, 0.31413352489471436, 0.3214488625526428, 0.3095703125, 0.3141690194606781, 0.30644530057907104, 0.3267400562763214, 0.32661575078964233, 0.3269708752632141, 0.32402342557907104, 0.3268643319606781, 0.3294921815395355, 0.3273792564868927, 0.3183060884475708, 0.3196910321712494, 0.3240411877632141, 0.3423827886581421, 0.3332918882369995, 0.3403764069080353, 0.35083451867103577, 0.35992541909217834, 0.34469103813171387, 0.34705254435539246, 0.362091600894928, 0.3423650562763214, 0.34538352489471436, 0.3460937440395355, 0.36590906977653503, 0.3430752754211426, 0.35539770126342773, 0.36118605732917786, 0.3585049510002136, 0.3605113625526428, 0.3609907627105713, 0.3797230124473572, 0.35964131355285645, 0.37100496888160706, 0.37352627515792847, 0.36743608117103577, 0.36290836334228516, 0.3636185824871063, 0.37130680680274963, 0.37940338253974915, 0.3684481382369995, 0.3642578125, 0.36395594477653503, 0.36837711930274963]","[5.782322883605957, 5.121737480163574, 4.8232831954956055, 4.601953506469727, 4.5424604415893555, 4.4084601402282715, 4.262295722961426, 4.274855136871338, 4.1828508377075195, 4.152034282684326, 4.045499324798584, 4.026765823364258, 3.897998571395874, 3.8655309677124023, 3.8073487281799316, 3.810519218444824, 3.762735366821289, 3.732225179672241, 3.7020344734191895, 3.6018989086151123]","[0.21356116235256195, 0.24624350666999817, 0.263007789850235, 0.28056639432907104, 0.285957008600235, 0.2953190207481384, 0.30872395634651184, 0.3039192855358124, 0.3182421624660492, 0.3203124701976776, 0.33727869391441345, 0.33406904339790344, 0.3480859398841858, 0.3528125286102295, 0.35861971974372864, 0.35602205991744995, 0.35980474948883057, 0.3596874475479126, 0.36580729484558105, 0.3731054663658142]","[324.51092529296875, 167.6258087158203, 124.37237548828125, 99.67855834960938, 93.92132568359375, 82.14264678955078, 70.9725341796875, 71.8695297241211, 65.55229187011719, 63.56300354003906, 57.13956069946289, 56.0791015625, 49.30354690551758, 47.72848892211914, 45.03078079223633, 45.17377471923828, 43.06596374511719, 41.771854400634766, 40.529579162597656, 36.6677131652832]","[10, 20, 30, 40, 60, 70, 80, 90, 110, 120, 130, 140, 160, 170, 180, 190, 210, 220, 230, 240, 260, 270, 280, 290, 310, 320, 330, 340, 360, 370, 380, 390, 410, 420, 430, 440, 460, 470, 480, 490, 510, 520, 530, 540, 560, 570, 580, 590, 610, 620, 630, 640, 660, 670, 680, 690, 710, 720, 730, 740, 760, 770, 780, 790, 810, 820, 830, 840, 860, 870, 880, 890, 910, 920, 930, 940, 960, 970, 980, 990]","[50, 100, 150, 200, 250, 300, 350, 400, 450, 500, 550, 600, 650, 700, 750, 800, 850, 900, 950, 1000]","[629376, 1201536, 1773696, 2345856, 3719040, 5035008, 6179328, 7495296, 9841152, 10584960, 11214336, 11786496, 12930816, 13502976, 14075136, 14647296, 15791616, 16363776, 16935936, 17508096, 18649856, 19220736, 19791616, 20362496, 21504256, 22075136, 22643456, 23211776, 24348416, 24916736, 25485056, 26053376, 27184896, 27748096, 28311296, 28874496, 30000896, 30564096, 31127296, 31690496, 32816896, 33380096, 33943296, 34506496, 35689216, 36477696, 37209856, 37998336, 39969536, 40814336, 41771776, 42729216, 44869376, 45939456, 47065856, 48079616, 50332416, 51458816, 52697856, 54274816, 57597696, 59062016, 60582656, 62328576, 65595136, 67172096, 68918016, 70607616, 73986816, 75845376, 77703936, 79618816, 83955456, 86264576, 88517376, 90882816, 95275776, 97641216, 100738816, 103385856]","[3032448, 8582400, 12301440, 15162240, 18021888, 20876288, 23723264, 26564864, 29381376, 32197376, 35013376, 38955776, 43742976, 49093376, 55795456, 63792896, 72184576, 81364736, 92741376, 105920256]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4.456306640625, 12.535212890624999, 18.007771484375, 22.24966015625, 26.50657666015625, 30.81306591796875, 35.2224716796875, 39.69722998046875, 44.441406738281245, 49.18658398437499, 53.926599121093744, 60.52929687499999, 68.52542578125, 77.4532236328125, 88.616451171875, 101.9055888671875, 115.8461689453125, 131.107796875, 150.025103515625, 171.88508007812501]",8949026
